date,year,week,cases,vax_rate,source
2020-09-21,2020,39,0,89.6,CDC_historical
2020-09-28,2020,40,0,89.6,CDC_historical
2020-10-05,2020,41,0,89.6,CDC_historical
2020-10-12,2020,42,0,89.6,CDC_historical
2020-10-19,2020,43,1,89.6,CDC_historical
2020-10-26,2020,44,0,89.6,CDC_historical
2020-11-02,2020,45,0,89.6,CDC_historical
2020-11-09,2020,46,0,89.6,CDC_historical
2020-11-16,2020,47,0,89.6,CDC_historical
2020-11-23,2020,48,0,89.6,CDC_historical
2020-11-30,2020,49,0,89.6,CDC_historical
2020-12-07,2020,50,0,89.6,CDC_historical
2020-12-14,2020,51,0,89.6,CDC_historical
2020-12-21,2020,52,1,89.6,CDC_historical
2021-01-04,2021,1,2,88.9,CDC_historical
2021-01-11,2021,2,1,88.9,CDC_historical
2021-01-18,2021,3,2,88.9,CDC_historical
2021-01-25,2021,4,1,88.9,CDC_historical
2021-02-01,2021,5,0,88.9,CDC_historical
2021-02-08,2021,6,1,88.9,CDC_historical
2021-02-15,2021,7,1,88.9,CDC_historical
2021-02-22,2021,8,2,88.9,CDC_historical
2021-03-01,2021,9,2,88.9,CDC_historical
2021-03-08,2021,10,4,88.9,CDC_historical
2021-03-15,2021,11,3,88.9,CDC_historical
2021-03-22,2021,12,2,88.9,CDC_historical
2021-03-29,2021,13,3,88.9,CDC_historical
2021-04-05,2021,14,1,88.9,CDC_historical
2021-04-12,2021,15,3,88.9,CDC_historical
2021-04-19,2021,16,3,88.9,CDC_historical
2021-04-26,2021,17,1,88.9,CDC_historical
2021-05-03,2021,18,3,88.9,CDC_historical
2021-05-10,2021,19,2,88.9,CDC_historical
2021-05-17,2021,20,1,88.9,CDC_historical
2021-05-24,2021,21,2,88.9,CDC_historical
2021-05-31,2021,22,3,88.9,CDC_historical
2021-06-07,2021,23,1,88.9,CDC_historical
2021-06-14,2021,24,1,88.9,CDC_historical
2021-06-21,2021,25,0,88.9,CDC_historical
2021-06-28,2021,26,0,88.9,CDC_historical
2021-07-05,2021,27,1,88.9,CDC_historical
2021-07-12,2021,28,0,88.9,CDC_historical
2021-07-19,2021,29,0,88.9,CDC_historical
2021-07-26,2021,30,0,88.9,CDC_historical
2021-08-02,2021,31,0,88.9,CDC_historical
2021-08-09,2021,32,0,88.9,CDC_historical
2021-08-16,2021,33,1,88.9,CDC_historical
2021-08-23,2021,34,0,88.9,CDC_historical
2021-08-30,2021,35,0,88.9,CDC_historical
2021-09-06,2021,36,0,88.9,CDC_historical
2021-09-13,2021,37,0,88.9,CDC_historical
2021-09-20,2021,38,0,88.9,CDC_historical
2021-09-27,2021,39,0,88.9,CDC_historical
2021-10-04,2021,40,0,88.9,CDC_historical
2021-10-11,2021,41,0,88.9,CDC_historical
2021-10-18,2021,42,1,88.9,CDC_historical
2021-10-25,2021,43,0,88.9,CDC_historical
2021-11-01,2021,44,1,88.9,CDC_historical
2021-11-08,2021,45,0,88.9,CDC_historical
2021-11-15,2021,46,0,88.9,CDC_historical
2021-11-22,2021,47,0,88.9,CDC_historical
2021-11-29,2021,48,1,88.9,CDC_historical
2021-12-06,2021,49,0,88.9,CDC_historical
2021-12-13,2021,50,0,88.9,CDC_historical
2021-12-20,2021,51,0,88.9,CDC_historical
2021-12-27,2021,52,0,88.9,CDC_historical
2022-01-03,2022,1,5,92.7,CDC_historical
2022-01-10,2022,2,3,92.7,CDC_historical
2022-01-17,2022,3,4,92.7,CDC_historical
2022-01-24,2022,4,5,92.7,CDC_historical
2022-01-31,2022,5,5,92.7,CDC_historical
2022-02-07,2022,6,5,92.7,CDC_historical
2022-02-14,2022,7,4,92.7,CDC_historical
2022-02-21,2022,8,6,92.7,CDC_historical
2022-02-28,2022,9,9,92.7,CDC_historical
2022-03-07,2022,10,8,92.7,CDC_historical
2022-03-14,2022,11,9,92.7,CDC_historical
2022-03-21,2022,12,6,92.7,CDC_historical
2022-03-28,2022,13,5,92.7,CDC_historical
2022-04-04,2022,14,6,92.7,CDC_historical
2022-04-11,2022,15,6,92.7,CDC_historical
2022-04-18,2022,16,7,92.7,CDC_historical
2022-04-25,2022,17,3,92.7,CDC_historical
2022-05-02,2022,18,7,92.7,CDC_historical
2022-05-09,2022,19,4,92.7,CDC_historical
2022-05-16,2022,20,3,92.7,CDC_historical
2022-05-23,2022,21,2,92.7,CDC_historical
2022-05-30,2022,22,1,92.7,CDC_historical
2022-06-06,2022,23,3,92.7,CDC_historical
2022-06-13,2022,24,2,92.7,CDC_historical
2022-06-20,2022,25,1,92.7,CDC_historical
2022-06-27,2022,26,0,92.7,CDC_historical
2022-07-04,2022,27,1,92.7,CDC_historical
2022-07-11,2022,28,2,92.7,CDC_historical
2022-07-18,2022,29,1,92.7,CDC_historical
2022-07-25,2022,30,0,92.7,CDC_historical
2022-08-01,2022,31,0,92.7,CDC_historical
2022-08-08,2022,32,0,92.7,CDC_historical
2022-08-15,2022,33,0,92.7,CDC_historical
2022-08-22,2022,34,0,92.7,CDC_historical
2022-08-29,2022,35,0,92.7,CDC_historical
2022-09-05,2022,36,0,92.7,CDC_historical
2022-09-12,2022,37,1,92.7,CDC_historical
2022-09-19,2022,38,1,92.7,CDC_historical
2022-09-26,2022,39,0,92.7,CDC_historical
2022-10-03,2022,40,0,92.7,CDC_historical
2022-10-10,2022,41,1,92.7,CDC_historical
2022-10-17,2022,42,0,92.7,CDC_historical
2022-10-24,2022,43,0,92.7,CDC_historical
2022-10-31,2022,44,0,92.7,CDC_historical
2022-11-07,2022,45,0,92.7,CDC_historical
2022-11-14,2022,46,0,92.7,CDC_historical
2022-11-21,2022,47,0,92.7,CDC_historical
2022-11-28,2022,48,0,92.7,CDC_historical
2022-12-05,2022,49,0,92.7,CDC_historical
2022-12-12,2022,50,0,92.7,CDC_historical
2022-12-19,2022,51,0,92.7,CDC_historical
2022-12-26,2022,52,0,92.7,CDC_historical
2023-01-02,2023,1,1,92.7,CDC_historical
2023-01-09,2023,2,3,92.7,CDC_historical
2023-01-16,2023,3,0,92.7,CDC_historical
2023-01-23,2023,4,3,92.7,CDC_historical
2023-01-30,2023,5,3,92.7,CDC_historical
2023-02-06,2023,6,1,92.7,CDC_historical
2023-02-13,2023,7,2,92.7,CDC_historical
2023-02-20,2023,8,2,92.7,CDC_historical
2023-02-27,2023,9,2,92.7,CDC_historical
2023-03-06,2023,10,2,92.7,CDC_historical
2023-03-13,2023,11,2,92.7,CDC_historical
2023-03-20,2023,12,5,92.7,CDC_historical
2023-03-27,2023,13,4,92.7,CDC_historical
2023-04-03,2023,14,4,92.7,CDC_historical
2023-04-10,2023,15,4,92.7,CDC_historical
2023-04-17,2023,16,2,92.7,CDC_historical
2023-04-24,2023,17,2,92.7,CDC_historical
2023-05-01,2023,18,3,92.7,CDC_historical
2023-05-08,2023,19,1,92.7,CDC_historical
2023-05-15,2023,20,2,92.7,CDC_historical
2023-05-22,2023,21,1,92.7,CDC_historical
2023-05-29,2023,22,1,92.7,CDC_historical
2023-06-05,2023,23,2,92.7,CDC_historical
2023-06-12,2023,24,1,92.7,CDC_historical
2023-06-19,2023,25,1,92.7,CDC_historical
2023-06-26,2023,26,1,92.7,CDC_historical
2023-07-03,2023,27,0,92.7,CDC_historical
2023-07-10,2023,28,1,92.7,CDC_historical
2023-07-17,2023,29,1,92.7,CDC_historical
2023-07-24,2023,30,0,92.7,CDC_historical
2023-07-31,2023,31,0,92.7,CDC_historical
2023-08-07,2023,32,0,92.7,CDC_historical
2023-08-14,2023,33,1,92.7,CDC_historical
2023-08-21,2023,34,0,92.7,CDC_historical
2023-08-28,2023,35,0,92.7,CDC_historical
2023-09-04,2023,36,1,92.7,CDC_historical
2023-09-11,2023,37,0,92.7,CDC_historical
2023-09-18,2023,38,0,92.7,CDC_historical
2023-09-25,2023,39,0,92.7,CDC_historical
2023-10-02,2023,40,0,92.7,CDC_historical
2023-10-09,2023,41,0,92.7,CDC_historical
2023-10-16,2023,42,1,92.7,CDC_historical
2023-10-23,2023,43,0,92.7,CDC_historical
2023-10-30,2023,44,1,92.7,CDC_historical
2023-11-06,2023,45,0,92.7,CDC_historical
2023-11-13,2023,46,0,92.7,CDC_historical
2023-11-20,2023,47,0,92.7,CDC_historical
2023-11-27,2023,48,0,92.7,CDC_historical
2023-12-04,2023,49,0,92.7,CDC_historical
2023-12-11,2023,50,1,92.7,CDC_historical
2023-12-18,2023,51,0,92.7,CDC_historical
2023-12-25,2023,52,0,92.7,CDC_historical
2024-01-01,2024,1,5,91.0,CDC_historical
2024-01-08,2024,2,7,91.0,CDC_historical
2024-01-15,2024,3,9,91.0,CDC_historical
2024-01-22,2024,4,6,91.0,CDC_historical
2024-01-29,2024,5,8,91.0,CDC_historical
2024-02-05,2024,6,13,91.0,CDC_historical
2024-02-12,2024,7,13,91.0,CDC_historical
2024-02-19,2024,8,13,91.0,CDC_historical
2024-02-26,2024,9,14,91.0,CDC_historical
2024-03-04,2024,10,16,91.0,CDC_historical
2024-03-11,2024,11,14,91.0,CDC_historical
2024-03-18,2024,12,13,91.0,CDC_historical
2024-03-25,2024,13,16,91.0,CDC_historical
2024-04-01,2024,14,12,91.0,CDC_historical
2024-04-08,2024,15,15,91.0,CDC_historical
2024-04-15,2024,16,9,91.0,CDC_historical
2024-04-22,2024,17,15,91.0,CDC_historical
2024-04-29,2024,18,13,91.0,CDC_historical
2024-05-06,2024,19,11,91.0,CDC_historical
2024-05-13,2024,20,11,91.0,CDC_historical
2024-05-20,2024,21,11,91.0,CDC_historical
2024-05-27,2024,22,9,91.0,CDC_historical
2024-06-03,2024,23,3,91.0,CDC_historical
2024-06-10,2024,24,3,91.0,CDC_historical
2024-06-17,2024,25,3,91.0,CDC_historical
2024-06-24,2024,26,3,91.0,CDC_historical
2024-07-01,2024,27,3,91.0,CDC_historical
2024-07-08,2024,28,1,91.0,CDC_historical
2024-07-15,2024,29,2,91.0,CDC_historical
2024-07-22,2024,30,1,91.0,CDC_historical
2024-07-29,2024,31,1,91.0,CDC_historical
2024-08-05,2024,32,0,91.0,CDC_historical
2024-08-12,2024,33,0,91.0,CDC_historical
2024-08-19,2024,34,0,91.0,CDC_historical
2024-08-26,2024,35,0,91.0,CDC_historical
2024-09-02,2024,36,1,91.0,CDC_historical
2024-09-09,2024,37,0,91.0,CDC_historical
2024-09-16,2024,38,1,91.0,CDC_historical
2024-09-23,2024,39,0,91.0,CDC_historical
2024-09-30,2024,40,0,91.0,CDC_historical
2024-10-07,2024,41,0,91.0,CDC_historical
2024-10-14,2024,42,0,91.0,CDC_historical
2024-10-21,2024,43,0,91.0,CDC_historical
2024-10-28,2024,44,0,91.0,CDC_historical
2024-11-04,2024,45,1,91.0,CDC_historical
2024-11-11,2024,46,0,91.0,CDC_historical
2024-11-18,2024,47,1,91.0,CDC_historical
2024-11-25,2024,48,0,91.0,CDC_historical
2024-12-02,2024,49,0,91.0,CDC_historical
2024-12-09,2024,50,1,91.0,CDC_historical
2024-12-16,2024,51,0,91.0,CDC_historical
2024-12-23,2024,52,1,91.0,CDC_historical
2025-01-12,2025,2,2,88.5,JHU
2025-01-19,2025,3,4,88.5,JHU
2025-01-26,2025,4,2,88.5,JHU
2025-02-02,2025,5,6,88.5,JHU
2025-02-09,2025,6,46,88.5,JHU
2025-02-16,2025,7,44,88.5,JHU
2025-02-23,2025,8,62,88.5,JHU
2025-03-02,2025,9,40,88.5,JHU
2025-03-09,2025,10,66,88.5,JHU
2025-03-16,2025,11,206,88.5,JHU
2025-03-23,2025,12,12,88.5,JHU
2025-03-30,2025,13,148,88.5,JHU
2025-04-06,2025,14,101,88.5,JHU
2025-04-13,2025,15,85,88.5,JHU
2025-04-20,2025,16,71,88.5,JHU
2025-04-27,2025,17,69,88.5,JHU
2025-05-04,2025,18,55,88.5,JHU
2025-05-11,2025,19,29,88.5,JHU
2025-05-18,2025,20,36,88.5,JHU
2025-05-25,2025,21,44,88.5,JHU
2025-06-01,2025,22,41,88.5,JHU
2025-06-08,2025,23,27,88.5,JHU
2025-06-15,2025,24,23,88.5,JHU
2025-06-22,2025,25,28,88.5,JHU
2025-06-29,2025,26,35,88.5,JHU
2025-07-06,2025,27,14,88.5,JHU
2025-07-13,2025,28,14,88.5,JHU
2025-07-20,2025,29,17,88.5,JHU
2025-07-27,2025,30,17,88.5,JHU
2025-08-03,2025,31,7,88.5,JHU
2025-08-10,2025,32,17,88.5,JHU
2025-08-17,2025,33,28,88.5,JHU
2025-08-24,2025,34,24,88.5,JHU
2025-08-31,2025,35,26,88.5,JHU
2025-09-07,2025,36,30,88.5,JHU
2025-09-14,2025,37,17,88.5,JHU
2025-09-21,2025,38,28,88.5,JHU
2025-09-28,2025,39,30,88.5,JHU
2025-10-05,2025,40,17,88.5,JHU
2025-10-12,2025,41,34,88.5,JHU
2025-10-19,2025,42,21,88.5,JHU
2025-10-26,2025,43,38,88.5,JHU
2025-11-02,2025,44,27,88.5,JHU
2025-11-09,2025,45,40,88.5,JHU
2025-11-16,2025,46,33,88.5,JHU
2025-11-23,2025,47,48,88.5,JHU
2025-11-30,2025,48,37,88.5,JHU
2025-12-07,2025,49,80,88.5,JHU
2025-12-14,2025,50,62,88.5,JHU
2025-12-21,2025,51,38,88.5,JHU
2025-12-28,2025,52,260,88.5,JHU
2026-01-04,2026,1,83,87.0,JHU
2026-01-11,2026,2,193,87.0,JHU
2026-01-18,2026,3,183,87.0,JHU
2026-01-25,2026,4,203,87.0,JHU
2026-02-01,2026,5,176,87.0,JHU
2026-02-08,2026,6,106,87.0,JHU
2026-02-15,2026,7,81,87.0,JHU
2026-02-22,2026,8,89,87.0,JHU
2026-03-01,2026,9,69,87.0,JHU
2026-03-08,2026,10,181,87.0,JHU
2026-03-15,2026,11,129,87.0,JHU
2026-03-22,2026,12,89,87.0,JHU
2026-03-29,2026,13,104,87.0,JHU
2026-04-05,2026,14,33,87.0,JHU
2026-04-12,2026,15,51,87.0,JHU
2026-04-19,2026,16,33,87.0,JHU
2026-04-26,2026,17,36,87.0,JHU
2026-05-03,2026,18,40,87.0,JHU
2026-05-10,2026,19,46,87.0,JHU
2026-05-17,2026,20,25,87.0,JHU
2026-05-24,2026,21,46,87.0,JHU
2026-05-31,2026,22,56,87.0,JHU
2026-06-07,2026,23,31,87.0,JHU
2026-06-14,2026,24,31,87.0,JHU
2026-06-21,2026,25,32,87.0,JHU
2026-06-28,2026,26,30,87.0,JHU
2026-07-05,2026,27,66,87.0,JHU
2026-07-12,2026,28,35,87.0,JHU
2026-07-19,2026,29,45,87.0,JHU
