year,week,cases,vax_rate,date
2024,49,0,91.0,2024-12-02
2024,50,0,91.0,2024-12-09
2024,51,0,91.0,2024-12-16
2024,52,0,91.0,2024-12-23
2025,1,57,88.5,2024-12-30
2025,2,50,88.5,2025-01-06
2025,3,60,88.5,2025-01-13
2025,4,46,88.5,2025-01-20
2025,5,96,88.5,2025-01-27
2025,6,98,88.5,2025-02-03
2025,7,75,88.5,2025-02-10
2025,8,79,88.5,2025-02-17
2025,9,100,88.5,2025-02-24
2025,10,134,88.5,2025-03-03
2025,11,117,88.5,2025-03-10
2025,12,108,88.5,2025-03-17
2025,13,103,88.5,2025-03-24
2025,14,257,88.5,2025-03-31
2025,15,217,88.5,2025-04-07
2025,16,187,88.5,2025-04-14
2025,17,196,88.5,2025-04-21
2025,18,257,88.5,2025-04-28
2025,19,180,88.5,2025-05-05
2025,20,234,88.5,2025-05-12
2025,21,225,88.5,2025-05-19
2025,22,51,88.5,2025-05-26
2025,23,57,88.5,2025-06-02
2025,24,51,88.5,2025-06-09
2025,25,24,88.5,2025-06-16
2025,26,27,88.5,2025-06-23
2025,27,19,88.5,2025-06-30
2025,28,15,88.5,2025-07-07
2025,29,14,88.5,2025-07-14
2025,30,9,88.5,2025-07-21
2025,31,7,88.5,2025-07-28
2025,32,5,88.5,2025-08-04
2025,33,4,88.5,2025-08-11
2025,34,2,88.5,2025-08-18
2025,35,3,88.5,2025-08-25
2025,36,2,88.5,2025-09-01
2025,37,1,88.5,2025-09-08
2025,38,0,88.5,2025-09-15
2025,39,0,88.5,2025-09-22
2025,40,0,88.5,2025-09-29
2025,41,1,88.5,2025-10-06
2025,42,1,88.5,2025-10-13
2025,43,0,88.5,2025-10-20
2025,44,0,88.5,2025-10-27
2025,45,0,88.5,2025-11-03
2025,46,0,88.5,2025-11-10
2025,47,0,88.5,2025-11-17
2025,48,1,88.5,2025-11-24
2025,49,0,88.5,2025-12-01
2025,50,0,88.5,2025-12-08
2025,51,0,88.5,2025-12-15
2025,52,0,88.5,2025-12-22
2026,1,68,87.0,2025-12-29
2026,2,52,87.0,2026-01-05
2026,3,61,87.0,2026-01-12
2026,4,87,87.0,2026-01-19
2026,5,93,87.0,2026-01-26
2026,6,120,87.0,2026-02-02
2026,7,111,87.0,2026-02-09
2026,8,103,87.0,2026-02-16
2026,9,226,87.0,2026-02-23
2026,10,299,87.0,2026-03-02
2026,11,277,87.0,2026-03-09
2026,12,310,87.0,2026-03-16
2026,13,264,87.0,2026-03-23
2026,14,289,87.0,2026-03-30
2026,15,314,87.0,2026-04-06
2026,16,219,87.0,2026-04-13
2026,17,274,87.0,2026-04-20
2026,18,248,87.0,2026-04-27
2026,19,196,87.0,2026-05-04
2026,20,182,87.0,2026-05-11
2026,21,224,87.0,2026-05-18
2026,22,53,87.0,2026-05-25
2026,23,48,87.0,2026-06-01
2026,24,49,87.0,2026-06-08
2026,25,34,87.0,2026-06-15
2026,26,27,87.0,2026-06-22
2026,27,16,87.0,2026-06-29
2026,28,19,87.0,2026-07-06
2026,29,15,87.0,2026-07-13
